call_id,agent_id,call_duration,hold_time,csat_score,first_call_res,repeat_call,issue_type,channel
1280,7,638,135,5,1,0,Tech,Voice
1281,17,227,158,3,0,0,Billing,Voice
1282,20,731,120,2,0,1,Tech,Chat
1283,41,858,173,5,1,0,Tech,Voice
1284,49,653,210,4,1,0,General,Voice
1285,20,700,44,5,1,0,Billing,Voice
1286,22,793,137,5,1,0,Tech,Chat
1287,28,610,5,5,1,0,Billing,Chat
1288,40,760,71,4,1,1,Tech,Voice
1289,49,856,163,2,0,1,Tech,Chat
1290,7,437,117,5,1,0,General,Email
1291,1,380,23,5,1,0,Billing,Voice
1292,32,450,182,2,0,0,Billing,Chat
1293,13,782,87,5,1,0,Tech,Voice
1294,30,393,171,5,1,0,Billing,Voice
1295,23,474,150,5,1,0,Billing,Voice
1296,19,659,70,2,0,1,Tech,Chat
1297,32,643,172,5,1,0,Billing,Voice
1298,30,629,139,5,1,0,Billing,Voice
1299,29,760,130,3,0,0,Tech,Voice
1300,49,817,91,5,1,0,Tech,Voice
1301,45,606,53,4,1,1,Billing,Chat
1302,29,506,94,2,0,1,Billing,Voice
1303,30,668,93,5,1,0,Tech,Voice
1304,16,734,171,2,0,1,Billing,Voice
1305,40,376,21,3,0,0,Tech,Voice
1306,19,461,208,1,0,1,Billing,Voice
1307,18,719,211,4,1,0,Tech,Chat
1308,1,833,81,3,0,0,Tech,Voice
1309,14,920,204,3,1,0,Tech,Voice
1310,47,772,59,3,0,0,General,Voice
1311,50,736,187,4,1,0,Tech,Chat
1312,2,547,70,5,1,0,Billing,Voice
1313,28,593,182,4,1,0,Billing,Chat
1314,49,670,33,5,1,0,Tech,Voice
1315,50,407,184,4,1,0,Billing,Chat
1316,30,538,197,4,1,0,Billing,Voice
1317,38,861,31,5,1,0,Tech,Chat
1318,4,713,225,4,1,0,Tech,Voice
1319,1,812,181,4,1,0,Tech,Voice
1320,8,469,0,5,1,0,Tech,Voice
1321,29,752,90,3,0,0,Tech,Chat
1322,39,501,182,4,1,0,Billing,Voice
1323,3,396,163,4,1,1,General,Chat
1324,32,628,126,5,1,0,Billing,Email
1325,10,1026,175,2,0,0,Tech,Voice
1326,10,898,67,5,1,0,Tech,Email
1327,19,908,122,4,1,0,Tech,Voice
1328,46,856,69,5,1,0,Tech,Chat
1329,34,627,128,2,0,1,Billing,Email
1330,33,480,180,4,1,0,Tech,Email
1331,23,730,166,2,0,1,Tech,Voice
1332,28,826,133,5,1,0,Tech,Chat
1333,32,613,179,2,0,1,General,Voice
1334,50,940,185,3,1,0,Tech,Voice
1335,7,426,227,4,1,0,Billing,Voice
1336,29,622,190,3,1,1,Billing,Voice
1337,8,590,159,2,0,1,Tech,Chat
1338,1,718,176,5,1,0,Tech,Voice
1339,3,740,134,5,1,0,Tech,Email
1340,24,879,103,2,0,1,Tech,Chat
1341,23,639,172,5,1,0,General,Chat
1342,8,564,165,5,1,0,General,Chat
1343,47,291,137,5,1,0,General,Chat
1344,37,603,108,5,1,0,Billing,Voice
1345,3,709,104,5,1,0,Tech,Voice
1346,33,717,95,2,0,1,Billing,Voice
1347,28,688,195,4,1,0,Billing,Voice
1348,47,609,190,1,0,1,Tech,Voice
1349,8,837,188,4,1,0,Tech,Chat
1350,34,622,56,5,1,0,Billing,Voice
1351,35,613,98,4,1,1,Billing,Voice
1352,32,597,104,5,1,0,Billing,Voice
1353,24,625,83,5,1,0,General,Voice
1354,14,730,231,3,1,1,Billing,Chat
1355,32,483,144,5,1,0,Billing,Chat
1356,46,614,139,5,1,0,Tech,Email
1357,43,867,92,5,1,0,Tech,Voice
1358,16,323,171,5,1,0,General,Voice
1359,4,628,251,4,1,0,Billing,Voice
1360,37,821,124,5,1,0,Tech,Email
1361,21,398,105,2,0,1,Tech,Voice
1362,14,473,114,5,1,0,General,Voice
1363,31,986,100,1,0,1,Tech,Voice
1364,48,375,119,4,1,1,General,Voice
1365,18,575,83,5,1,0,Billing,Voice
1366,7,599,66,2,0,1,Tech,Chat
1367,10,643,118,2,0,1,Tech,Chat
1368,7,779,124,5,1,0,General,Voice
1369,33,564,103,5,1,0,Billing,Voice
1370,23,612,207,4,1,0,Billing,Voice
1371,21,733,144,5,1,0,Tech,Chat
1372,19,368,164,5,1,0,Billing,Chat
1373,48,407,166,5,1,0,Billing,Chat
1374,19,691,126,2,0,1,General,Voice
1375,36,772,133,5,1,0,Tech,Chat
1376,29,634,68,5,1,0,Tech,Email
1377,18,746,159,5,1,0,Tech,Chat
1378,2,849,100,5,1,0,Tech,Voice
1379,1,604,81,5,1,0,Billing,Chat
1380,47,457,198,4,1,0,Billing,Chat
1381,5,513,40,5,1,0,Tech,Voice
1382,20,688,223,2,0,0,Tech,Voice
1383,11,916,218,1,0,0,Tech,Chat
1384,42,652,106,5,1,0,Billing,Chat
1385,2,811,227,4,1,0,Tech,Email
1386,3,529,66,3,0,0,General,Voice
1387,23,487,179,5,1,0,General,Chat
1388,12,531,121,3,0,0,General,Voice
1389,20,867,11,2,0,1,Tech,Email
1390,5,901,82,1,0,1,Tech,Voice
1391,37,710,109,5,1,0,Tech,Voice
1392,38,854,166,2,0,1,Billing,Voice
1393,30,763,91,2,0,1,Tech,Chat
1394,9,697,103,2,0,1,Tech,Voice
1395,34,727,152,5,1,0,Billing,Chat
1396,44,444,149,2,0,1,Tech,Voice
1397,35,607,114,5,1,0,General,Voice
1398,22,541,101,5,1,0,Billing,Voice
1399,44,723,176,5,1,0,General,Voice
1400,24,622,101,2,0,1,Billing,Voice
1401,17,770,48,2,0,1,Tech,Chat
1402,10,849,96,2,0,1,Tech,Voice
1403,30,591,152,5,1,0,Tech,Voice
1404,46,666,111,5,1,0,General,Voice
1405,23,388,89,2,0,1,General,Voice
1406,32,803,44,4,1,1,Tech,Voice
1407,17,554,111,3,0,0,Billing,Email
1408,50,338,133,4,1,1,General,Voice
1409,17,558,59,5,1,0,Billing,Chat
1410,14,583,108,3,0,0,General,Chat
1411,9,651,54,4,1,1,Tech,Voice
1412,40,428,112,5,1,0,Billing,Voice
1413,2,823,223,4,1,0,Tech,Voice
1414,45,593,130,2,0,1,Billing,Voice
1415,25,577,25,4,1,1,Billing,Chat
1416,39,751,139,2,0,1,Tech,Chat
1417,9,482,198,4,1,0,Billing,Email
1418,22,822,36,5,1,0,Billing,Chat
1419,43,514,57,5,1,0,Billing,Voice
1420,46,620,135,5,1,0,Tech,Chat
1421,4,556,114,2,0,1,Billing,Chat
1422,26,722,192,4,1,0,Tech,Chat
1423,29,511,109,5,1,0,Billing,Chat
1424,45,774,169,5,1,0,General,Email
1425,34,414,211,4,1,0,General,Voice
1426,23,554,67,5,1,0,Billing,Voice
1427,37,590,164,5,1,0,Tech,Chat
1428,11,485,95,2,0,1,General,Voice
1429,6,758,0,5,1,0,General,Chat
1430,18,792,148,5,1,0,Tech,Voice
1431,21,582,155,5,1,0,Billing,Voice
1432,42,609,27,2,0,1,Tech,Voice
1433,36,686,92,5,1,0,Tech,Chat
1434,41,1023,82,1,0,1,Tech,Voice
1435,38,824,168,2,0,1,Tech,Chat
1436,34,509,27,5,1,0,General,Email
1437,17,602,126,5,1,0,General,Voice
1438,37,582,0,5,1,0,Billing,Voice
1439,25,449,142,3,0,0,Billing,Voice
1440,38,505,127,5,1,0,Billing,Voice
1441,12,820,89,5,1,0,General,Voice
1442,23,808,205,4,1,0,Tech,Voice
1443,42,514,0,5,1,0,Tech,Voice
1444,22,826,118,2,0,1,Tech,Voice
1445,21,945,191,1,0,1,Tech,Chat
1446,27,614,127,5,1,0,Tech,Email
1447,31,681,201,4,1,0,Tech,Voice
1448,6,968,92,4,1,0,Tech,Chat
1449,27,554,109,2,0,1,General,Voice
1450,40,532,193,2,0,0,General,Voice
1451,34,389,173,5,1,0,General,Voice
1452,12,910,263,3,1,0,Tech,Voice
1453,45,721,126,5,1,0,Tech,Voice
1454,7,424,132,2,0,1,Tech,Voice
1455,10,361,92,5,1,0,General,Email
1456,45,482,107,5,1,0,Billing,Voice
1457,17,589,184,3,1,1,Tech,Chat
1458,26,440,119,5,1,0,Billing,Chat
1459,21,1101,71,1,0,1,Tech,Voice
1460,28,856,97,5,1,0,Tech,Voice
1461,46,363,114,5,1,0,Tech,Voice
1462,2,512,75,5,1,0,Billing,Voice
1463,43,736,92,5,1,0,Tech,Voice
1464,1,372,60,5,1,0,General,Voice
1465,36,614,94,5,1,0,Billing,Voice
1466,26,443,189,1,0,1,Tech,Voice
1467,29,914,122,4,1,0,Tech,Voice
1468,21,722,267,1,0,1,General,Voice
1469,11,832,74,4,1,1,Billing,Email
1470,40,361,149,5,1,0,General,Voice
1471,11,544,133,3,0,0,Tech,Chat
1472,36,633,159,2,0,1,General,Email
1473,49,691,83,5,1,0,General,Voice
1474,39,647,97,2,0,1,Billing,Voice
1475,40,679,144,5,1,0,Billing,Voice
1476,35,715,89,5,1,0,Billing,Email
1477,34,780,13,5,1,0,Tech,Chat
1478,47,524,198,4,1,0,Billing,Voice
1479,24,385,173,5,1,0,Billing,Chat
1480,22,705,94,5,1,0,Tech,Voice
1481,5,532,133,5,1,0,Billing,Voice
1482,33,436,180,4,1,0,Billing,Chat
1483,36,744,200,1,0,1,Tech,Chat
1484,47,422,126,5,1,0,Billing,Voice
1485,20,916,84,4,1,0,Tech,Chat
1486,19,813,207,1,0,1,Tech,Voice
1487,35,681,125,5,1,0,Tech,Chat
1488,43,572,111,5,1,0,General,Voice
1489,17,584,135,5,1,0,Tech,Chat
1490,45,599,189,4,1,0,Tech,Chat
1491,43,654,117,2,0,1,Tech,Voice
1492,34,526,179,5,1,0,General,Email
1493,9,566,107,5,1,0,General,Voice
1494,26,567,156,5,1,0,General,Voice
1495,2,552,63,5,1,0,Tech,Voice
1496,9,540,184,4,1,0,Billing,Voice
1497,9,451,79,5,1,0,Billing,Voice
1498,40,140,147,5,1,0,Billing,Chat
1499,17,919,30,2,0,0,General,Chat
1500,1,630,121,5,1,0,Tech,Voice
1501,25,638,131,4,1,1,Tech,Chat
1502,43,548,79,3,0,0,Tech,Chat
1503,40,423,113,5,1,0,General,Chat
1504,42,527,135,2,0,1,Billing,Email
1505,25,712,153,2,0,1,Billing,Voice
1506,39,720,126,2,0,1,Tech,Chat
1507,35,701,199,4,1,0,Tech,Voice
1508,3,930,189,2,1,1,Tech,Chat
1509,50,487,118,5,1,0,General,Chat
1510,37,552,40,4,1,1,Billing,Voice
1511,44,611,90,5,1,0,Tech,Email
1512,44,1002,0,2,0,0,Tech,Chat
1513,30,675,109,5,1,0,Billing,Email
1514,38,531,204,4,1,0,General,Voice
1515,34,690,167,2,0,1,Tech,Chat
1516,12,745,125,5,1,0,Tech,Chat
1517,19,533,76,5,1,0,General,Voice
1518,37,517,127,5,1,0,Tech,Chat
1519,44,679,247,4,1,0,Billing,Chat
1520,49,715,209,4,1,0,Tech,Chat
1521,17,1034,110,4,1,0,Tech,Voice
1522,10,600,31,5,1,0,Billing,Chat
1523,49,247,252,1,0,1,Billing,Chat
1524,47,557,76,2,0,1,Tech,Chat
1525,12,428,151,5,1,0,Tech,Voice
1526,16,394,26,4,1,1,Billing,Voice
1527,24,504,100,5,1,0,Tech,Voice
1528,19,580,26,2,0,1,General,Chat
1529,8,512,50,5,1,0,Billing,Voice
1530,31,638,64,2,0,1,Billing,Voice
1531,21,744,148,5,1,0,Tech,Chat
1532,17,521,114,5,1,0,Billing,Voice
1533,23,1050,282,3,1,0,Tech,Email
1534,37,576,188,2,0,0,Billing,Voice
1535,16,737,189,4,1,0,Tech,Email
1536,6,621,150,5,1,0,Tech,Voice
1537,8,573,136,2,0,1,Tech,Voice
1538,25,642,191,1,0,1,General,Voice
1539,18,635,0,5,1,0,General,Chat
1540,25,985,82,4,1,0,Tech,Voice
1541,12,821,38,5,1,0,Tech,Voice
1542,15,502,6,5,1,0,Billing,Email
1543,26,826,73,5,1,0,Tech,Voice
1544,41,540,51,3,0,0,Billing,Chat
1545,45,653,191,4,1,0,General,Chat
1546,26,950,125,1,0,1,Tech,Voice
1547,47,724,0,2,0,1,Tech,Chat
1548,32,760,138,2,0,1,Billing,Voice
1549,10,928,59,1,0,1,Tech,Voice
1550,16,552,123,5,1,0,General,Voice
1551,7,850,143,4,1,1,Tech,Chat
1552,17,586,74,5,1,0,General,Voice
1553,23,552,133,5,1,0,Billing,Voice
1554,26,1036,144,4,1,0,Tech,Chat
1555,21,612,110,5,1,0,General,Voice
1556,22,623,76,3,0,0,Tech,Email
1557,7,426,120,4,1,1,General,Voice
1558,14,431,111,5,1,0,Billing,Voice
1559,15,608,138,2,0,1,Billing,Chat
1560,7,509,104,5,1,0,General,Voice
1561,9,589,48,5,1,0,Billing,Chat
1562,48,662,109,2,0,1,General,Email
1563,8,793,139,5,1,0,General,Voice
1564,50,511,131,5,1,0,Billing,Voice
1565,23,538,113,2,0,1,Tech,Voice
1566,29,765,90,5,1,0,Billing,Chat
1567,18,531,87,5,1,0,Tech,Voice
1568,31,370,93,5,1,0,Billing,Voice
1569,30,761,184,4,1,0,Billing,Chat
1570,39,909,63,4,1,0,Tech,Voice
1571,35,822,125,2,0,1,Tech,Voice
1572,18,544,44,5,1,0,General,Email
1573,42,521,165,2,0,1,General,Voice
1574,39,652,87,2,0,1,Tech,Voice
1575,17,707,70,4,1,1,Tech,Voice
1576,14,544,132,5,1,0,General,Chat
1577,31,543,0,3,0,0,Tech,Voice
1578,24,626,42,5,1,0,Tech,Voice
1579,35,296,141,5,1,0,General,Voice
1580,44,761,180,4,1,0,Tech,Email
1581,45,761,147,4,1,1,Tech,Voice
1582,34,763,128,5,1,0,General,Voice
1583,3,595,264,4,1,0,General,Voice
1584,37,666,149,2,0,1,Tech,Voice
1585,43,525,57,5,1,0,Billing,Chat
1586,40,823,181,4,1,0,Tech,Chat
1587,26,577,81,3,0,0,Billing,Voice
1588,23,836,77,2,0,1,Tech,Voice
1589,44,595,37,5,1,0,Billing,Voice
1590,39,519,95,5,1,0,General,Voice
1591,15,485,46,5,1,0,Billing,Chat
1592,49,479,153,5,1,0,Billing,Voice
1593,4,611,112,2,0,1,Tech,Voice
1594,29,587,38,2,0,1,Tech,Voice
1595,22,770,115,2,0,1,Billing,Chat
1596,25,768,179,3,0,0,Tech,Chat
1597,13,726,217,4,1,0,Tech,Voice
1598,18,490,12,4,1,1,Billing,Voice
1599,33,601,73,2,0,1,Billing,Email
1600,16,694,42,5,1,0,General,Voice
1601,45,858,141,5,1,0,Tech,Voice
1602,42,660,35,5,1,0,Billing,Chat
1603,44,479,183,3,1,1,General,Voice
1604,2,549,192,1,0,1,General,Voice
1605,35,663,169,3,0,0,Tech,Chat
1606,42,766,76,3,0,0,Tech,Voice
1607,34,702,80,5,1,0,General,Chat
1608,30,602,92,3,0,0,General,Voice
1609,13,994,186,3,1,0,Tech,Email
1610,13,706,18,5,1,0,Tech,Voice
1611,18,628,143,3,0,0,Tech,Chat
1612,32,826,63,2,0,1,Tech,Voice
1613,32,564,94,5,1,0,Billing,Voice
1614,35,798,164,5,1,0,Tech,Voice
1615,39,570,29,5,1,0,General,Chat
1616,46,677,103,2,0,1,Tech,Voice
1617,29,779,112,5,1,0,Tech,Chat
1618,49,896,117,2,0,1,Tech,Voice
1619,29,679,113,5,1,0,Billing,Chat
1620,44,676,153,5,1,0,Tech,Voice
1621,16,784,92,3,0,0,Tech,Voice
1622,44,727,141,5,1,0,Billing,Voice
1623,47,493,139,4,1,1,Billing,Voice
1624,10,472,137,2,0,1,General,Voice
1625,30,645,151,5,1,0,Billing,Chat
1626,25,624,136,5,1,0,Billing,Voice
1627,39,449,114,2,0,1,General,Chat
1628,20,540,43,5,1,0,Tech,Voice
1629,5,781,201,1,0,1,Tech,Voice
1630,1,499,221,2,0,0,General,Email
1631,30,347,98,5,1,0,Billing,Voice
1632,49,646,147,5,1,0,Tech,Chat
1633,3,840,87,5,1,0,Tech,Voice
1634,45,531,76,5,1,0,General,Voice
1635,14,984,123,2,0,0,Tech,Voice
1636,30,436,288,4,1,0,Tech,Voice
1637,50,950,215,3,1,0,Tech,Voice
1638,4,698,206,1,0,1,Tech,Voice
1639,18,676,151,5,1,0,Tech,Voice
1640,37,517,64,5,1,0,Tech,Voice
1641,25,819,182,4,1,0,Tech,Chat
1642,48,475,0,2,0,1,Tech,Voice
1643,1,872,143,3,0,0,Tech,Chat
1644,46,522,185,1,0,1,Tech,Voice
1645,15,387,129,5,1,0,General,Chat
1646,9,571,219,4,1,0,Tech,Voice
1647,15,464,34,5,1,0,General,Voice
1648,49,663,216,4,1,0,General,Voice
1649,24,975,110,4,1,0,Tech,Voice
1650,4,658,207,4,1,0,Tech,Chat
1651,12,544,181,3,1,1,General,Voice
1652,37,823,210,2,0,0,Tech,Email
1653,37,510,178,4,1,1,General,Chat
1654,43,817,161,5,1,0,Tech,Voice
1655,6,749,201,1,0,1,Tech,Voice
1656,39,519,123,4,1,1,Billing,Email
1657,46,537,156,5,1,0,Tech,Voice
1658,24,567,119,2,0,1,General,Chat
1659,11,893,78,2,0,1,Tech,Email
1660,13,633,151,5,1,0,Tech,Chat
1661,34,313,131,5,1,0,General,Chat
1662,25,702,195,3,1,1,Tech,Chat
1663,7,976,108,1,0,1,Tech,Chat
1664,4,931,74,2,0,0,Tech,Voice
1665,8,662,194,4,1,0,Tech,Voice
1666,20,604,123,2,0,1,Billing,Chat
1667,29,842,72,2,0,1,Tech,Email
1668,45,973,203,3,1,0,Tech,Voice
1669,46,517,175,2,0,1,Tech,Voice
1670,10,589,230,4,1,0,Tech,Voice
1671,43,448,99,5,1,0,Tech,Chat
1672,34,468,91,2,0,1,Billing,Voice
1673,26,909,54,3,1,1,Tech,Chat
1674,41,482,85,5,1,0,Billing,Email
1675,49,553,96,2,0,1,Tech,Voice
1676,3,577,160,3,0,0,General,Email
1677,6,787,64,2,0,1,Tech,Email
1678,5,597,80,5,1,0,Tech,Email
1679,5,489,221,4,1,0,Billing,Voice
1680,47,568,0,5,1,0,Billing,Voice
1681,23,861,148,5,1,0,Tech,Chat
1682,49,472,42,2,0,1,Billing,Voice
1683,9,631,71,2,0,1,Tech,Voice
1684,35,779,205,4,1,0,Billing,Email
1685,20,517,124,4,1,1,General,Chat
1686,49,787,279,2,0,0,Tech,Voice
1687,42,627,157,2,0,1,Billing,Voice
1688,35,335,70,5,1,0,General,Chat
1689,50,747,153,3,0,0,Tech,Chat
1690,18,352,187,4,1,0,Billing,Voice
1691,17,730,151,2,0,1,Tech,Voice
1692,24,955,107,2,0,0,Tech,Chat
1693,3,600,18,2,0,1,Tech,Voice
1694,32,350,100,4,1,1,Billing,Voice
1695,35,1033,220,3,1,0,Tech,Voice
1696,38,412,72,5,1,0,Billing,Voice
1697,13,370,95,2,0,1,Billing,Voice
1698,47,744,179,2,0,1,General,Chat
1699,25,572,157,2,0,1,Tech,Voice
1700,9,996,41,1,0,1,Tech,Email
1701,4,791,113,3,0,0,Tech,Chat
1702,14,704,204,4,1,0,Billing,Chat
1703,37,572,121,2,0,1,General,Voice
1704,34,679,205,4,1,0,Billing,Chat
1705,11,439,209,4,1,0,Billing,Email
1706,41,657,64,5,1,0,Tech,Voice
1707,3,432,102,5,1,0,Tech,Voice
1708,28,895,159,2,0,1,Tech,Voice
1709,29,600,27,5,1,0,Billing,Voice
1710,9,598,106,5,1,0,Tech,Voice
1711,3,487,152,2,0,1,Tech,Voice
1712,25,583,82,5,1,0,Billing,Voice
1713,34,751,155,5,1,0,General,Voice
1714,12,533,83,5,1,0,Billing,Chat
1715,42,651,83,5,1,0,Tech,Chat
1716,9,609,164,2,0,1,Tech,Email
1717,15,699,202,4,1,0,Billing,Voice
1718,40,633,77,5,1,0,Tech,Voice
1719,25,505,47,3,0,0,General,Chat
1720,5,675,117,5,1,0,Billing,Chat
1721,11,626,148,5,1,0,General,Voice
1722,34,700,76,5,1,0,Tech,Voice
1723,24,466,219,4,1,0,Billing,Email
1724,15,969,111,1,0,1,Tech,Voice
1725,38,582,76,5,1,0,Tech,Voice
1726,8,718,235,4,1,0,Tech,Voice
1727,5,524,195,4,1,0,Tech,Email
1728,48,692,76,4,1,1,General,Voice
1729,26,493,184,4,1,0,General,Chat
1730,18,645,80,5,1,0,Tech,Voice
1731,6,849,166,5,1,0,Tech,Voice
1732,37,536,226,4,1,0,Tech,Voice
1733,48,845,47,2,0,1,Tech,Voice
1734,13,506,87,5,1,0,Billing,Email
1735,28,569,89,5,1,0,Tech,Chat
1736,5,601,135,5,1,0,Tech,Voice
1737,13,467,148,2,0,1,Billing,Voice
1738,17,496,114,5,1,0,Billing,Voice
1739,50,570,19,5,1,0,Tech,Chat
1740,40,794,46,2,0,1,Tech,Voice
1741,45,566,66,2,0,1,Tech,Voice
1742,32,395,153,5,1,0,Tech,Voice
1743,29,1037,36,4,1,0,Tech,Voice
1744,3,779,65,5,1,0,Tech,Voice
1745,40,791,51,3,0,0,Billing,Voice
1746,34,424,140,5,1,0,Billing,Voice
1747,40,821,187,4,1,0,Tech,Chat
1748,27,884,129,5,1,0,Tech,Email
1749,13,527,239,4,1,0,Billing,Voice
1750,45,533,129,5,1,0,Tech,Voice
1751,33,518,114,5,1,0,Billing,Chat
1752,6,843,72,4,1,1,Tech,Chat
1753,24,838,132,2,0,1,Tech,Voice
1754,19,749,70,5,1,0,Tech,Voice
1755,16,657,61,3,0,0,General,Chat
1756,40,652,59,5,1,0,Billing,Voice
1757,28,487,106,2,0,1,General,Voice
1758,33,521,89,3,0,0,Tech,Chat
1759,48,778,279,4,1,0,Tech,Voice
1760,41,638,132,2,0,1,Tech,Chat
1761,13,771,131,5,1,0,Tech,Chat
1762,43,951,86,2,0,0,Tech,Voice
1763,45,815,303,4,1,0,Tech,Chat
1764,25,705,64,5,1,0,Billing,Voice
1765,42,428,91,5,1,0,Billing,Chat
1766,36,913,179,4,1,0,Tech,Chat
1767,27,1001,132,2,0,0,Tech,Voice
1768,38,759,43,5,1,0,Tech,Voice
1769,7,828,121,5,1,0,Billing,Voice
1770,5,621,160,3,0,0,Tech,Email
1771,43,473,150,3,0,0,General,Voice
1772,45,627,159,3,0,0,General,Voice
1773,31,758,251,2,0,0,Tech,Email
1774,23,638,136,5,1,0,Tech,Voice
1775,42,624,167,5,1,0,General,Voice
1776,10,803,0,5,1,0,Tech,Chat
1777,32,662,231,1,0,1,Tech,Email
1778,43,572,123,5,1,0,General,Voice
1779,30,863,67,5,1,0,Tech,Voice
1780,39,658,108,5,1,0,Tech,Email
1781,31,612,159,5,1,0,Billing,Voice
1782,18,445,182,4,1,0,Billing,Voice
1783,36,469,114,5,1,0,General,Voice
1784,2,916,156,4,1,0,Tech,Voice
1785,14,842,104,5,1,0,Tech,Voice
1786,13,323,149,2,0,1,Billing,Chat
1787,29,693,132,3,0,0,Tech,Voice
1788,12,823,138,4,1,1,Tech,Chat
1789,39,566,101,2,0,1,Billing,Voice
1790,2,624,144,3,0,0,General,Voice
1791,32,563,70,5,1,0,Billing,Voice
1792,13,730,131,2,0,1,Tech,Chat
1793,46,725,81,2,0,1,Tech,Voice
1794,27,680,60,5,1,0,Billing,Voice
1795,49,633,77,5,1,0,General,Email
1796,41,810,107,5,1,0,Tech,Email
1797,17,763,88,2,0,1,Tech,Voice
1798,40,484,143,5,1,0,Billing,Voice
1799,31,513,124,5,1,0,Billing,Chat
1800,34,677,180,4,1,0,Billing,Chat
1801,24,895,114,5,1,0,Tech,Email
1802,45,652,130,5,1,0,Tech,Voice
1803,35,561,231,4,1,0,General,Voice
1804,48,824,93,2,0,1,Tech,Chat
1805,6,601,102,3,0,0,General,Voice
1806,19,813,192,4,1,0,Tech,Chat
1807,30,583,62,5,1,0,Tech,Chat
1808,7,409,198,4,1,0,Billing,Voice
1809,10,925,105,2,0,0,Tech,Voice
1810,41,731,70,4,1,1,Billing,Voice
1811,32,372,174,5,1,0,Billing,Voice
1812,34,745,104,3,0,0,Tech,Voice
1813,28,647,229,1,0,1,General,Email
1814,15,285,124,5,1,0,Billing,Voice
1815,30,588,124,5,1,0,Tech,Voice
1816,37,538,84,4,1,1,General,Voice
1817,29,660,111,3,0,0,Tech,Voice
1818,22,575,103,5,1,0,Billing,Voice
1819,4,726,199,4,1,0,Billing,Chat
1820,20,622,137,5,1,0,Tech,Chat
1821,32,757,162,5,1,0,Tech,Voice
1822,36,508,125,5,1,0,General,Voice
1823,50,770,95,3,0,0,Tech,Voice
1824,4,550,142,5,1,0,Billing,Voice
1825,27,866,215,4,1,0,Billing,Voice
1826,17,973,57,4,1,0,Tech,Chat
1827,12,360,145,5,1,0,Billing,Chat
1828,22,614,209,4,1,0,Tech,Email
1829,17,633,71,5,1,0,Tech,Chat
1830,10,401,175,5,1,0,Billing,Voice
1831,1,385,175,2,0,1,Billing,Voice
1832,22,723,42,5,1,0,Tech,Voice
1833,26,461,186,4,1,0,Billing,Chat
1834,18,443,84,5,1,0,Billing,Voice
1835,50,1053,141,4,1,0,Tech,Chat
1836,14,469,181,1,0,1,General,Voice
1837,47,496,192,4,1,0,Billing,Email
1838,29,861,27,2,0,1,Tech,Voice
1839,12,683,227,4,1,0,Tech,Voice
1840,36,575,205,4,1,0,Tech,Chat
1841,35,519,183,4,1,0,General,Voice
1842,12,1051,141,1,0,1,Tech,Chat
1843,7,492,93,2,0,1,General,Voice
1844,29,440,55,5,1,0,Billing,Chat
1845,11,600,22,5,1,0,Billing,Voice
1846,33,513,158,5,1,0,General,Voice
1847,6,1160,183,1,0,1,Tech,Chat
1848,47,455,114,5,1,0,Billing,Voice
1849,15,1010,92,4,1,0,Tech,Voice
1850,32,689,124,5,1,0,General,Chat
1851,11,504,81,2,0,1,General,Email
1852,23,749,121,5,1,0,Tech,Voice
1853,26,426,78,2,0,1,General,Voice
1854,34,485,156,5,1,0,Billing,Chat
1855,46,503,194,4,1,0,Billing,Chat
1856,34,773,150,5,1,0,Tech,Email
1857,29,380,115,5,1,0,Billing,Voice
1858,4,796,179,5,1,0,Tech,Voice
1859,17,728,121,4,1,1,Tech,Voice
1860,35,809,177,2,0,1,Tech,Voice
1861,13,615,81,2,0,1,Billing,Voice
1862,41,522,89,2,0,1,Billing,Voice
1863,39,823,60,2,0,1,Tech,Voice
1864,15,736,92,4,1,1,Tech,Voice
1865,29,861,178,5,1,0,Tech,Chat
1866,29,797,67,5,1,0,Tech,Chat
1867,11,777,0,5,1,0,Tech,Voice
1868,32,537,95,5,1,0,General,Chat
1869,2,705,49,5,1,0,Billing,Email
1870,47,598,89,2,0,1,Billing,Voice
1871,14,391,246,1,0,1,General,Voice
1872,20,679,66,3,0,0,Tech,Voice
1873,22,522,158,5,1,0,General,Voice
1874,11,749,115,3,0,0,Tech,Voice
1875,27,776,142,4,1,1,Tech,Voice
1876,3,608,89,5,1,0,Tech,Voice
1877,17,739,189,2,0,0,Tech,Voice
1878,44,702,145,4,1,1,Tech,Voice
1879,28,912,147,1,0,1,Tech,Voice
1880,29,600,125,4,1,1,Tech,Voice
1881,21,547,195,4,1,0,General,Voice
1882,47,467,153,5,1,0,Billing,Voice
1883,16,773,142,3,0,0,Billing,Chat
1884,37,938,159,4,1,0,Tech,Chat
1885,20,503,14,2,0,1,Tech,Voice
1886,6,454,131,5,1,0,General,Email
1887,19,880,116,2,0,1,Tech,Chat
1888,5,818,190,4,1,0,Tech,Voice
1889,3,813,77,5,1,0,Tech,Voice
1890,1,778,132,2,0,1,Tech,Voice
1891,38,664,235,1,0,1,General,Voice
1892,15,643,118,2,0,1,Billing,Voice
1893,34,706,40,5,1,0,Tech,Voice
1894,35,406,250,4,1,0,General,Chat
1895,49,347,77,5,1,0,General,Voice
1896,25,734,57,3,0,0,Tech,Voice
1897,24,474,59,5,1,0,Tech,Voice
1898,12,580,163,5,1,0,Billing,Email
